x-axis,y-axis
-0.48076787626752926,1.0129662227110778
4.315695151491331,2.147920690214365
-2.0995144088508244,0.28026636973083907
0.7269000495688993,0.9397888362831723
0.7955922992832372,0.8644661394705975
-1.8273367161900325,0.28359193964615803
1.688960703872239,1.3450264548226676
-7.665306897296325,-1.1089681927621862
3.858356057450787,2.3251975609271502
-0.10075865503092085,1.2967496257038076
-0.6293277018625963,1.3121663126785172
7.4618701408671395,3.2399048027926334
-3.361267139105801,-0.3461892141172236
-1.5345875350767542,0.34570886058245465
4.507785979886605,2.285741980545609
3.5108564262225004,1.7289050078827655
-2.1814732201236016,0.857021875918289
-0.7196840144768872,1.3006646110537665
-1.913644553508757,0.5242094497066674
-2.8776473962705307,-0.04915411701348926
-0.3384096035550235,0.6697171884203466
2.4958900498373953,1.7808700691779866
5.258337606522471,2.4648594082292776
2.1503885437142274,1.687492021783723
-1.6005792211193315,0.1588385772879407
-4.671405329482806,-0.41088418020668915
-1.1954378210401337,0.7771065742284957
2.577493597758722,2.1192227742780783
1.056392888863327,0.765977906984474
1.6707622106309772,1.3959857357329455
3.0644418336909625,1.8541269257189223
3.675707314174927,2.3974808420922873
0.07229825037746673,1.1453640376404564
-3.4201630713718485,0.2935065964837127
0.8331682074058808,0.6498358907529256
-2.9891730250045776,-0.04018605347127546
-0.5135128133373204,0.7388798856793446
-1.4763682197683154,0.913719738095399
0.24220722986364351,1.1131769668632097
-1.036226825683114,0.8321971457105057
1.0316228602610018,1.3854739640636327
4.828528263104051,1.9293218944057957
-0.6061287384912775,1.310300129936801
-3.262343875349349,-0.014517141260838917
1.6835459892849591,2.033792643247815
-3.3255526019947097,-0.6187729709525929
-1.4435827521714588,0.39820080185419127
-2.966386010773466,0.1761069244346758
-4.032824205648755,-0.9150677029498884
4.738894445098456,1.928266119992148
-2.3664742157944025,0.4122060156142717
1.6897164387019998,1.0684198854961529
0.5692148830025567,0.7730715243126522
-0.9722874761945357,0.4218674462109223
-6.688624995750763,-0.5664498332699155
-1.89420347429516,0.3525062404106334
-0.14050435356804347,0.5273897236895375
-6.311516573314751,-1.4631425423619242
5.180369264484908,2.35644865304028
0.33399671701944444,0.7650624926231565
-3.9829846823278143,-0.16282961789820272
-0.050923185168407714,0.843355266013257
-0.4757575314246265,0.9709274379584347
-0.0036609193035503362,1.1653137031540566
-3.40882589342719,-0.05790047049324021
-0.3346240007274598,0.8925421654862524
2.6090382017356397,1.6445370302023012
-3.3052603408587604,-0.5657084227457221
-2.022832397534965,0.6513321373643458
5.096464687319644,1.9837553657111129
0.5154119790648414,1.4629108851776602
0.26336655781875407,1.558106610653501
-4.1817962404998985,-0.7342299156202181
6.51081017379099,2.9183295423333595
2.1813354110528476,1.7538981968458285
-0.4679094266308593,1.2230411487463622
-0.5888845837212772,0.8051577934817975
-1.234284615430611,0.863193811815667
2.072387380487286,2.347112688031316
7.525064603279828,3.1087715984212476
3.3011292252722964,2.4234593006646374
-3.8204668863043407,-0.378295670733408
-3.245953957358265,0.1175447022901186
2.1808257590717295,2.163247070842484
-1.9408836236601186,0.881605985577398
0.9422014006755086,1.8928223906816042
1.118295673698585,1.9087517865626653
2.390836855287305,2.1924835958701765
-1.3724312345267442,0.8027143921547453
-2.3070350608644903,-0.14013090132230288
